power,selfprotection,average_earth_discharge_density_ddt_rayskm2ao,burning_rate__failuresyear,criticality_according_to_previous_study_for_ceramics_level,removable_connectors,number_of_users,km_of_network_lt,power_per_user,lightning_risk_score,network_density,historical_risk_index,type_of_clients_COMMERCIAL,type_of_clients_INDUSTRIAL,type_of_clients_OFFICIAL,type_of_clients_STRATUM 1,type_of_clients_STRATUM 2,type_of_clients_STRATUM 3,type_of_clients_STRATUM 4,type_of_clients_STRATUM 5,type_of_clients_STRATUM 6,type_of_installation_CABINA,type_of_installation_EN H,type_of_installation_MACRO WITHOUT ANTI-FRAUD NET,type_of_installation_OTROS,type_of_installation_PAD MOUNTED,type_of_installation_POLE,type_of_installation_POLE WITH ANTI-FRAUD NET,type_of_installation_TORRE METALICA
45.0,0,2.1701570680628275,0.0,0,0,39,0.32316,1.125,4.340314136125655,0.007025217391304348,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.3513326031398323,0.0,1,1,17,0.25927,0.8333333333333334,2.7026652062796646,0.016204375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.0,1,1,5,0.79725,1.6666666666666667,2.7026652062796646,0.07247727272727272,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
112.5,0,4.148532289628183,0.0,0,1,159,0.46927,0.703125,8.297064579256366,0.004134537444933921,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
75.0,0,4.148532289628183,0.0,0,1,110,0.60255,0.6756756756756757,8.297064579256366,0.007928289473684211,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,0.8885880077369437,0.0,1,0,5,0.31114,0.8333333333333334,1.7771760154738874,0.05185666666666667,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.3513326031398323,0.0,1,1,5,0.44451,2.5,2.7026652062796646,0.027781875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.3988123515439428,0.0,0,0,4,0.52186,3.0,0.7976247030878856,0.03261625,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.7170212765957451,0.0,0,0,11,0.79917,0.8333333333333334,1.4340425531914902,0.07265181818181819,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.7170212765957451,0.0,1,0,9,146589.0,2.5,1.4340425531914902,5638.038461538462,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,4.148532289628183,0.5,1,1,5,0.52586,1.6666666666666667,8.297064579256366,0.04780545454545455,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.3988123515439428,0.0,0,0,15,142928.0,0.9375,0.7976247030878856,8933.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,0.5033313851548781,0.0,0,1,25,0.5377,1.4423076923076923,1.0066627703097561,0.013966233766233765,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.5033313851548781,0.0,0,0,17,0.54272,1.3888888888888888,1.0066627703097561,0.020873846153846153,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
45.0,0,4.6011904761904745,0.0,0,1,78,0.33032,0.569620253164557,9.202380952380949,0.0071808695652173914,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
37.5,0,4.148532289628183,0.0,0,0,81,182305.0,0.4573170731707317,8.297064579256366,4735.194805194805,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
50.0,0,4.868884540117413,0.0,1,0,91,26366.0,0.5434782608695652,9.737769080234825,516.9803921568628,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.42618110236220424,0.0,0,0,4,0.92675,3.0,0.8523622047244085,0.057921875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,1,2.8220973782771535,0.25,0,1,17,0.74363,0.8333333333333334,2.8220973782771535,0.046476875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,0.6450502152080326,0.0,0,0,50,119051.0,0.7352941176470589,1.2901004304160653,3092.2337662337663,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,1.2684210526315784,0.0,0,0,3,0.58715,9.375,2.536842105263157,0.01525064935064935,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.6450502152080326,0.0,0,0,2,0.26092,3.3333333333333335,1.2901004304160653,0.023719999999999998,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.6450502152080326,0.0,0,0,11,175443.0,1.25,1.2901004304160653,10965.1875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.1816239316239314,0.5,0,1,11,115282.0,0.8333333333333334,2.363247863247863,10480.181818181818,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.8563204005006219,0.0,0,0,7,0.4522,1.25,1.7126408010012437,0.04110909090909091,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.3513326031398323,0.5,0,1,5,159298.0,2.5,2.7026652062796646,9956.125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.25,0,1,15,265194.0,0.625,2.7026652062796646,24108.545454545456,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.0,0.0,1,1,3,0.34067,3.75,0.0,0.021291875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.9951515151515148,0.5,0,1,36,0.68518,0.40540540540540543,1.9903030303030296,0.04282375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.0,1,1,3,175392.0,2.5,2.7026652062796646,15944.727272727272,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,1,1.3513326031398323,0.0,1,0,11,192789.0,1.25,1.3513326031398323,12049.3125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,1,1.3513326031398323,0.25,1,1,2,0.25278,1.6666666666666667,1.3513326031398323,0.04213,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.0,1,0,25,178801.0,0.5769230769230769,4.320603015075376,11175.0625,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.160301507537688,0.0,1,1,12,179537.0,0.7692307692307693,4.320603015075376,16321.545454545454,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,0.8885880077369437,0.25,0,1,4,0.90776,1.0,1.7771760154738874,0.15129333333333334,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.0,1,0,19,1489.0,0.75,4.320603015075376,93.0625,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,0,64,0.65094,0.38461538461538464,4.320603015075376,0.025036153846153843,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.5033313851548781,0.0,0,0,13,178321.0,1.7857142857142858,1.0066627703097561,6858.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.3988123515439428,0.0,0,0,12,0.57703,1.1538461538461537,0.7976247030878856,0.036064375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,4.868884540117413,0.0,1,0,21,0.91644,0.6818181818181818,9.737769080234825,0.0572775,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,4.148532289628183,0.25,1,1,10,195015.0,0.9090909090909091,4.148532289628183,17728.636363636364,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,4.148532289628183,0.0,1,0,2,0.2209,8.333333333333334,8.297064579256366,0.008496153846153846,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,0.7170212765957451,0.0,0,0,7,0.56693,1.25,0.7170212765957451,0.051539090909090916,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.7170212765957451,0.0,0,0,6,19001.0,1.4285714285714286,1.4340425531914902,1727.3636363636363,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.7170212765957451,0.0,0,0,5,0.91542,1.6666666666666667,1.4340425531914902,0.08322,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.0332794830371559,0.0,0,0,8,0.8146,1.6666666666666667,2.0665589660743118,0.0509125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.0,0.5,1,1,15,0.56508,0.9375,0.0,0.0353175,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.0,0.25,1,1,12,111838.0,0.7692307692307693,0.0,10167.09090909091,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,0.0,0.25,1,1,7,164705.0,0.625,0.0,27450.833333333332,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.0,0.0,1,1,6,124757.0,2.142857142857143,0.0,7797.3125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.2684210526315784,0.0,1,0,5,0.30683,2.5,2.536842105263157,0.019176875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.9225308641975298,0.0,0,0,1,0.0,12.5,3.8450617283950597,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,3.1556016597510377,0.25,1,1,7,0.6298,1.25,6.311203319502075,0.057254545454545454,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
112.5,0,4.6011904761904745,0.0,0,1,161,0.56207,0.6944444444444444,9.202380952380949,0.00495215859030837,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
10.0,1,2.8220973782771535,0.5,0,1,10,0.7857,0.9090909090909091,2.8220973782771535,0.07142727272727273,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,2.8220973782771535,0.0,0,0,31,0.50149,1.171875,5.644194756554307,0.013025714285714286,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
112.5,0,0.0,0.0,0,1,178,0.66872,0.6284916201117319,0.0,0.005891806167400881,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
75.0,0,0.0,0.0,0,1,81,0.34798,0.9146341463414634,0.0,0.0045786842105263155,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.0,0.0,0,1,49,0.43915,0.5,0.0,0.016890384615384616,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
45.0,0,0.0,0.0,0,1,41,0.24771,1.0714285714285714,0.0,0.005385,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,4.868884540117413,0.0,1,0,27,0.60833,0.8928571428571429,9.737769080234825,0.023397307692307693,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.0,0.0,1,0,18,0.54829,1.3157894736842106,0.0,0.021088076923076925,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.0,0.0,1,0,43,2273.0,0.5681818181818182,0.0,87.42307692307692,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.0,0.0,1,0,41,0.6313,0.5952380952380952,0.0,0.02428076923076923,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,0.40800220750552124,0.0,0,1,64,0.60139,0.5769230769230769,0.8160044150110425,0.01562051948051948,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.8885880077369437,0.0,0,0,5,0.9267,1.6666666666666667,1.7771760154738874,0.08424545454545454,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,1,0.7170212765957451,0.0,1,0,22,22391.0,1.0869565217391304,0.7170212765957451,861.1923076923077,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.9951515151515148,0.75,0,1,27,0.24858,0.8928571428571429,1.9903030303030296,0.00956076923076923,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.7340425531914896,0.0,0,0,12,18952.0,1.1538461538461537,1.4680851063829792,1184.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.7340425531914896,0.0,0,0,28,119325.0,0.8620689655172413,1.4680851063829792,4589.423076923077,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,3.850980392156861,0.0,0,1,6,0.29873,1.4285714285714286,7.701960784313722,0.027157272727272728,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,3.850980392156861,0.0,0,0,12,0.2781,1.9230769230769231,7.701960784313722,0.010696153846153847,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.0,1,1,6,0.47686,1.4285714285714286,2.7026652062796646,0.04335090909090909,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,3.1556016597510377,0.0,1,0,1,0.26891,7.5,6.311203319502075,0.016806875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,3.1556016597510377,0.0,1,0,4,0.51617,1.0,6.311203319502075,0.08602833333333333,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
75.0,0,2.1701570680628275,0.0,0,1,60,0.35129,1.2295081967213115,4.340314136125655,0.004622236842105263,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.1816239316239314,0.0,0,0,17,125695.0,1.3888888888888888,2.363247863247863,4834.423076923077,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,1,1.104394141145143,0.0,0,0,40,0.91732,0.6097560975609756,1.104394141145143,0.03528153846153846,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.8563204005006219,0.0,0,0,12,115532.0,0.7692307692307693,1.7126408010012437,10502.90909090909,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.0,0.0,0,0,26,112025.0,0.9259259259259259,0.0,4308.653846153846,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.8220973782771535,0.0,0,0,1,0.0,7.5,5.644194756554307,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.3513326031398323,0.25,0,1,5,120114.0,2.5,2.7026652062796646,7507.125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.0,0,0,7,258115.0,1.25,2.7026652062796646,23465.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,5.259562841530058,0.25,1,1,13,12954.0,0.7142857142857143,10.519125683060116,1177.6363636363637,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.3513326031398323,0.0,1,0,19,0.54453,1.25,2.7026652062796646,0.020943461538461536,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.25,1,1,15,0.75797,0.625,2.7026652062796646,0.06890636363636364,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.0,1,0,1,0.59099,5.0,2.7026652062796646,0.053726363636363635,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
30.0,0,0.0,0.0,0,1,83,0.29094,0.35714285714285715,0.0,0.00938516129032258,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,1.0332794830371559,0.0,0,0,2,0.14978,1.6666666666666667,2.0665589660743118,0.024963333333333334,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.0396963123644247,0.25,0,1,3,0.89174,2.5,2.0793926247288494,0.08106727272727272,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,1.3513326031398323,0.25,0,1,4,0.72782,1.0,2.7026652062796646,0.12130333333333333,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.7340425531914896,0.0,0,0,18,149183.0,1.3157894736842106,1.4680851063829792,5737.807692307692,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,1.1816239316239314,0.0,0,0,6,0.93084,0.7142857142857143,2.363247863247863,0.15514,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,1.1816239316239314,0.0,0,0,4,0.35251,1.0,2.363247863247863,0.05875166666666667,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.1816239316239314,0.0,0,0,10,129334.0,1.3636363636363635,2.363247863247863,8083.375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.3513326031398323,0.0,0,1,2,0.47168,5.0,2.7026652062796646,0.02948,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
112.5,0,3.850980392156861,0.0,0,1,87,0.46363,1.2784090909090908,7.701960784313722,0.004084845814977973,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
15.0,0,1.9225308641975298,0.0,0,0,14,0.56575,1.0,3.8450617283950597,0.035359375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,4.148532289628183,0.0,1,0,8,0.77866,1.1111111111111112,8.297064579256366,0.07078727272727273,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
37.5,0,1.2875000000000003,0.0,0,0,19,11939.0,1.875,2.5750000000000006,310.1038961038961,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.2875000000000003,0.0,0,0,9,134911.0,1.0,2.5750000000000006,12264.636363636364,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.2875000000000003,0.0,0,0,11,0.7042,2.0833333333333335,2.5750000000000006,0.027084615384615388,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,6.227631578947366,0.0,0,0,13,0.9052,2.6785714285714284,12.455263157894732,0.023511688311688313,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,6.818166666666661,0.0,0,0,9,0.57327,1.0,13.636333333333322,0.05211545454545454,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,6.818166666666661,0.25,0,1,57,27751.0,0.25862068965517243,13.636333333333322,1734.4375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,6.818166666666661,0.5,0,1,14,121628.0,0.6666666666666666,13.636333333333322,11057.09090909091,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,6.818166666666661,0.25,0,1,31,19305.0,0.78125,13.636333333333322,742.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.5033313851548781,0.0,0,0,34,0.64721,0.7142857142857143,1.0066627703097561,0.024892692307692307,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
75.0,0,0.5033313851548781,0.0,0,1,73,0.32318,1.0135135135135136,1.0066627703097561,0.004252368421052632,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.5033313851548781,0.0,0,0,32,0.63499,0.7575757575757576,1.0066627703097561,0.02442269230769231,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.5033313851548781,0.25,0,1,43,0.49682,0.3409090909090909,1.0066627703097561,0.03105125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
30.0,0,0.5033313851548781,0.0,0,1,36,0.18302,0.8108108108108109,1.0066627703097561,0.0059038709677419355,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.5033313851548781,0.0,0,0,14,0.69853,1.0,1.0066627703097561,0.043658125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.3513326031398323,0.0,0,0,1,0.15773,7.5,2.7026652062796646,0.009858125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,0.6450502152080326,0.0,0,1,72,0.51039,0.5136986301369864,1.2901004304160653,0.013256883116883117,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.1407202216066494,0.25,0,1,7,0.60438,1.25,4.281440443213299,0.05494363636363637,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.42618110236220424,0.0,0,0,6,0.95143,1.4285714285714286,0.8523622047244085,0.08649363636363637,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.42618110236220424,0.0,0,0,9,236458.0,1.0,0.8523622047244085,21496.18181818182,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,4.148532289628183,0.25,0,1,30,139813.0,0.8064516129032258,8.297064579256366,5377.423076923077,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,4.148532289628183,0.0,0,0,6,0.59542,3.5714285714285716,8.297064579256366,0.022900769230769228,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,1.539884393063584,0.0,1,1,5,0.9325,0.8333333333333334,3.079768786127168,0.15541666666666668,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
45.0,0,2.8220973782771535,0.0,0,0,62,0.83005,0.7142857142857143,5.644194756554307,0.018044565217391305,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,4.148532289628183,0.25,0,1,6,0.99231,1.4285714285714286,8.297064579256366,0.09021,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,4.148532289628183,0.25,0,1,12,0.92109,0.7692307692307693,8.297064579256366,0.08373545454545454,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
45.0,0,2.8220973782771535,0.0,0,1,28,0.25923,1.5517241379310345,5.644194756554307,0.005635434782608696,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.104394141145143,0.0,0,0,20,0.17222,1.1904761904761905,2.208788282290286,0.006623846153846155,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.8885880077369437,0.0,0,0,2,0.83569,3.3333333333333335,1.7771760154738874,0.07597181818181818,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,4.868884540117413,0.5,1,1,2,118231.0,3.3333333333333335,4.868884540117413,10748.272727272728,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
112.5,0,4.6011904761904745,0.0,0,1,103,0.58267,1.0817307692307692,9.202380952380949,0.005133656387665198,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
15.0,0,1.3513326031398323,0.25,1,1,15,0.88726,0.9375,2.7026652062796646,0.05545375,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,1,0.3210404624277458,0.0,0,0,33,174419.0,0.7352941176470589,0.3210404624277458,6708.423076923077,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,0.3210404624277458,0.0,0,0,62,0.56288,0.5952380952380952,0.6420809248554916,0.01462025974025974,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.3210404624277458,0.0,0,0,12,11842.0,1.1538461538461537,0.6420809248554916,740.125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.3210404624277458,0.0,0,0,22,28506.0,1.0869565217391304,0.6420809248554916,1096.3846153846155,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.3210404624277458,0.0,0,0,34,0.49694,0.7142857142857143,0.6420809248554916,0.019113076923076924,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
50.0,0,0.3210404624277458,0.0,0,0,83,139555.0,0.5952380952380952,0.6420809248554916,2736.372549019608,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,4.148532289628183,0.25,1,1,21,136884.0,1.1363636363636365,8.297064579256366,5264.7692307692305,0.25,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
25.0,0,4.148532289628183,0.0,0,0,11,0.0,2.0833333333333335,8.297064579256366,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.3513326031398323,0.0,1,0,35,126877.0,0.4166666666666667,2.7026652062796646,7929.8125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.3513326031398323,0.0,1,0,4,141704.0,3.0,2.7026652062796646,8856.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.0,0.0,1,1,5,0.31522,2.5,0.0,0.01970125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.7340425531914896,0.0,0,0,7,0.71092,1.25,1.4680851063829792,0.06462909090909091,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.0644067796610162,0.0,0,0,28,0.83172,0.8620689655172413,2.1288135593220323,0.03198923076923077,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,5.259562841530058,0.0,1,1,12,143699.0,1.1538461538461537,10.519125683060116,8981.1875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.0332794830371559,0.25,0,1,29,179319.0,0.5,2.0665589660743118,11207.4375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
112.5,0,3.1082568807339452,0.0,0,1,80,0.19602,1.3888888888888888,6.2165137614678905,0.0017270484581497797,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
50.0,0,3.850980392156861,0.0,0,0,1,0.0,25.0,7.701960784313722,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.104394141145143,0.25,0,1,11,0.66738,0.8333333333333334,2.208788282290286,0.06067090909090909,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.1816239316239314,0.0,0,0,48,180038.0,0.5102040816326531,2.363247863247863,6924.538461538462,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
75.0,0,1.104394141145143,0.0,0,0,56,0.72705,1.3157894736842106,2.208788282290286,0.009566447368421053,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
