power,selfprotection,average_earth_discharge_density_ddt_rayskm2ao,burning_rate__failuresyear,criticality_according_to_previous_study_for_ceramics_level,removable_connectors,number_of_users,km_of_network_lt,power_per_user,lightning_risk_score,network_density,historical_risk_index,type_of_clients_COMMERCIAL,type_of_clients_INDUSTRIAL,type_of_clients_OFFICIAL,type_of_clients_STRATUM 1,type_of_clients_STRATUM 2,type_of_clients_STRATUM 3,type_of_clients_STRATUM 4,type_of_clients_STRATUM 5,type_of_clients_STRATUM 6,type_of_installation_CABINA,type_of_installation_EN H,type_of_installation_MACRO WITHOUT ANTI-FRAUD NET,type_of_installation_OTROS,type_of_installation_PAD MOUNTED,type_of_installation_POLE,type_of_installation_POLE WITH ANTI-FRAUD NET,type_of_installation_TORRE METALICA
10.0,0,0.0,0.0,0,0,4,0.95014,2.0,0.0,0.08637636363636364,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.42618110236220424,0.0,0,0,3,0.94903,2.5,0.8523622047244085,0.08627545454545454,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.0,0,0,8,147021.0,1.6666666666666667,4.320603015075376,9188.8125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,2.160301507537688,0.25,0,1,2,0.80557,1.6666666666666667,4.320603015075376,0.13426166666666667,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.160301507537688,0.0,0,0,2,0.97812,3.3333333333333335,4.320603015075376,0.08892,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.0,0,0,2,0.44566,3.3333333333333335,2.7026652062796646,0.040514545454545456,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.0,0,0,2,0.56355,3.3333333333333335,2.7026652062796646,0.051231818181818184,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.5,0,1,8,0.47593,1.6666666666666667,4.320603015075376,0.029745625,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.160301507537688,0.0,1,0,2,0.51254,3.3333333333333335,4.320603015075376,0.04659454545454545,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,2.160301507537688,0.0,1,0,4,0.54198,2.0,2.160301507537688,0.049270909090909094,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
15.0,0,2.160301507537688,0.0,1,1,4,124376.0,3.0,4.320603015075376,7773.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,2.160301507537688,0.25,1,1,3,119781.0,1.25,4.320603015075376,19963.5,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.8563204005006219,0.0,0,0,30,0.46165,0.8064516129032258,1.7126408010012437,0.01775576923076923,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.8563204005006219,0.0,0,0,34,124863.0,0.7142857142857143,1.7126408010012437,4802.423076923077,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.8563204005006219,0.0,0,0,24,0.90301,0.6,1.7126408010012437,0.056438125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.8563204005006219,0.0,0,0,7,0.6801,1.875,1.7126408010012437,0.04250625,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.8563204005006219,0.0,0,0,15,112132.0,0.9375,1.7126408010012437,7008.25,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.8563204005006219,0.0,0,0,22,236647.0,1.0869565217391304,1.7126408010012437,9101.807692307691,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,0.8563204005006219,0.0,0,0,16,117729.0,0.29411764705882354,1.7126408010012437,19621.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.8563204005006219,0.0,0,0,21,0.80235,1.1363636363636365,1.7126408010012437,0.030859615384615385,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
45.0,0,0.4377892030848322,0.0,0,0,49,0.26169,0.9,0.8755784061696644,0.00568891304347826,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.8563204005006219,0.0,0,0,22,119425.0,0.6521739130434783,1.7126408010012437,7464.0625,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,1,48,130106.0,0.5102040816326531,4.320603015075376,5004.076923076923,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,1,36,0.69974,0.6756756756756757,4.320603015075376,0.026913076923076925,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,1,29,0.86934,0.8333333333333334,4.320603015075376,0.033436153846153845,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.0,1,1,6,0.14774,2.142857142857143,4.320603015075376,0.00923375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.3513326031398323,0.0,1,0,11,0.5398,1.25,2.7026652062796646,0.0337375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.0,1,0,13,126111.0,1.0714285714285714,4.320603015075376,7881.9375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,0,42,14064.0,0.5813953488372093,4.320603015075376,540.9230769230769,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.40800220750552124,0.0,0,0,5,0.61997,1.6666666666666667,0.8160044150110425,0.05636090909090909,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,6.227631578947366,0.25,0,1,5,0.86499,2.5,12.455263157894732,0.054061875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.8563204005006219,0.0,0,0,12,0.56944,1.1538461538461537,1.7126408010012437,0.03559,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,5.259562841530058,0.0,1,0,4,0.667,2.0,10.519125683060116,0.06063636363636364,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,5.259562841530058,0.5,1,1,13,0.5076,1.0714285714285714,10.519125683060116,0.031725,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,5.259562841530058,0.0,1,1,5,0.84775,1.6666666666666667,10.519125683060116,0.07706818181818181,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,5.259562841530058,0.0,1,1,8,0.1696,1.6666666666666667,10.519125683060116,0.0106,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,5.259562841530058,0.0,1,1,8,0.22857,1.6666666666666667,10.519125683060116,0.014285625,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,5.259562841530058,0.0,1,1,14,0.75201,1.0,10.519125683060116,0.047000625,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
75.0,0,2.160301507537688,0.0,0,1,96,0.74622,0.7731958762886598,4.320603015075376,0.009818684210526316,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,6.818166666666661,0.25,0,1,20,0.40351,0.7142857142857143,13.636333333333322,0.025219375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,2.160301507537688,0.25,1,1,14,0.71193,0.6666666666666666,2.160301507537688,0.06472090909090909,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,0.6450502152080326,0.0,0,0,75,0.92947,0.4934210526315789,1.2901004304160653,0.024142077922077922,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.0644067796610162,0.0,0,0,13,129427.0,1.7857142857142858,2.1288135593220323,4977.961538461538,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,4.148532289628183,0.25,0,1,13,0.48598,0.7142857142857143,8.297064579256366,0.044180000000000004,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,1,6.227631578947366,0.25,0,1,18,284217.0,1.3157894736842106,6.227631578947366,10931.423076923076,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,1,23,0.83058,1.0416666666666667,4.320603015075376,0.03194538461538461,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,1.3513326031398323,0.0,1,1,1,0.68323,2.5,2.7026652062796646,0.11387166666666666,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.3513326031398323,0.0,1,1,24,0.96214,1.0,2.7026652062796646,0.037005384615384614,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.8563204005006219,0.0,0,0,22,21883.0,1.0869565217391304,1.7126408010012437,841.6538461538462,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.8563204005006219,0.0,0,0,10,173816.0,1.3636363636363635,1.7126408010012437,10863.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.7170212765957451,0.0,0,0,7,11889.0,3.125,1.4340425531914902,457.2692307692308,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.7170212765957451,0.25,0,1,12,191548.0,1.1538461538461537,1.4340425531914902,11971.75,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,0.7170212765957451,0.0,0,0,34,0.76321,1.0714285714285714,1.4340425531914902,0.019823636363636366,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.1407202216066494,0.0,0,0,46,134858.0,0.5319148936170213,4.281440443213299,5186.846153846154,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,6.818166666666661,0.25,0,1,1,0.39541,5.0,13.636333333333322,0.03594636363636364,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,6.818166666666661,0.25,0,1,37,0.45558,0.6578947368421053,13.636333333333322,0.01752230769230769,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,0.7170212765957451,0.25,0,1,2,0.79769,1.6666666666666667,1.4340425531914902,0.13294833333333334,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.7170212765957451,0.0,1,0,28,11416.0,0.3448275862068966,1.4340425531914902,1037.8181818181818,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,2.1407202216066494,0.0,0,0,23,0.93344,1.5625,4.281440443213299,0.024245194805194808,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,2.1407202216066494,0.25,0,1,8,0.68136,1.1111111111111112,2.1407202216066494,0.06194181818181818,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,2.1407202216066494,0.25,0,1,17,14261.0,0.5555555555555556,2.1407202216066494,1296.4545454545455,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.1407202216066494,0.0,0,0,15,0.57185,0.625,4.281440443213299,0.051986363636363636,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.1407202216066494,0.5,0,1,19,127909.0,0.75,4.281440443213299,7994.3125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,1.104394141145143,0.0,0,0,2,0.0,1.6666666666666667,2.208788282290286,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.0644067796610162,0.0,0,0,14,122997.0,1.0,2.1288135593220323,7687.3125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.0644067796610162,0.25,0,1,25,0.92063,0.9615384615384616,2.1288135593220323,0.03540884615384615,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.0644067796610162,0.0,0,0,16,11321.0,0.5882352941176471,2.1288135593220323,1029.1818181818182,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.3210404624277458,0.0,0,0,9,193854.0,1.5,0.6420809248554916,12115.875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.3210404624277458,0.5,0,1,11,0.81881,0.8333333333333334,0.6420809248554916,0.07443727272727273,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.8563204005006219,0.0,0,0,37,13079.0,0.39473684210526316,1.7126408010012437,817.4375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
30.0,0,6.818166666666661,0.0,0,0,1,0.0,15.0,13.636333333333322,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.1407202216066494,0.0,0,0,3,0.94407,3.75,4.281440443213299,0.059004375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.1407202216066494,0.5,0,1,5,221263.0,2.5,4.281440443213299,13828.9375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.1407202216066494,0.0,0,0,3,0.89607,3.75,4.281440443213299,0.056004375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,2.1407202216066494,0.25,0,1,9,0.67104,1.0,2.1407202216066494,0.061003636363636364,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.1407202216066494,0.25,0,1,12,125835.0,1.9230769230769231,4.281440443213299,4839.807692307692,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.1407202216066494,0.5,0,1,21,18169.0,0.6818181818181818,4.281440443213299,1135.5625,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,1,2.1407202216066494,0.5,0,1,12,113732.0,1.1538461538461537,2.1407202216066494,7108.25,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,2.1407202216066494,0.0,0,0,6,0.9513,1.4285714285714286,2.1407202216066494,0.08648181818181819,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.160301507537688,0.0,1,1,11,1.62,0.8333333333333334,4.320603015075376,0.14727272727272728,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.160301507537688,0.25,0,1,7,0.47595,1.25,4.320603015075376,0.04326818181818182,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.0,1,1,24,123676.0,0.6,4.320603015075376,7729.75,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,1,36,162076.0,0.6756756756756757,4.320603015075376,6233.692307692308,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,2.160301507537688,0.0,1,0,34,159436.0,1.0714285714285714,4.320603015075376,4141.194805194805,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.0,1,0,47,143516.0,0.3125,4.320603015075376,8969.75,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.25,0,1,27,19038.0,0.5357142857142857,4.320603015075376,1189.875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.5033313851548781,0.0,0,0,8,0.63279,1.6666666666666667,1.0066627703097561,0.039549375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.5033313851548781,0.0,0,0,2,0.34037,5.0,1.0066627703097561,0.021273125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.5033313851548781,0.25,0,1,21,110795.0,0.45454545454545453,1.0066627703097561,10072.272727272728,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.5033313851548781,0.0,0,0,17,0.74348,1.3888888888888888,1.0066627703097561,0.028595384615384616,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.5033313851548781,0.0,0,0,8,0.16532,1.6666666666666667,1.0066627703097561,0.0103325,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.5033313851548781,0.0,0,0,21,0.62931,1.1363636363636365,1.0066627703097561,0.02420423076923077,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.5033313851548781,0.0,0,0,33,0.59942,0.7352941176470589,1.0066627703097561,0.02305461538461538,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,0,36,22272.0,0.6756756756756757,4.320603015075376,856.6153846153846,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.4377892030848322,0.0,0,0,12,161714.0,1.9230769230769231,0.8755784061696644,6219.7692307692305,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
75.0,0,2.160301507537688,0.0,0,1,217,0.64993,0.3440366972477064,4.320603015075376,0.00855171052631579,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.25,1,1,4,119902.0,2.0,2.7026652062796646,10900.181818181818,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,1,2.160301507537688,0.0,1,1,26,196443.0,0.5555555555555556,2.160301507537688,12277.6875,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,1,44,279139.0,0.5555555555555556,4.320603015075376,10736.115384615385,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
50.0,0,5.259562841530058,0.0,1,1,45,0.75153,1.0869565217391304,10.519125683060116,0.014735882352941177,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,2.160301507537688,0.0,1,0,22,0.66744,1.6304347826086956,4.320603015075376,0.017336103896103898,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,0,8,0.19116,2.7777777777777777,4.320603015075376,0.007352307692307692,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.160301507537688,0.25,0,1,15,125279.0,0.625,4.320603015075376,11389.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,0,53,119491.0,0.46296296296296297,4.320603015075376,4595.807692307692,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.0,1,1,16,0.28249,0.8823529411764706,4.320603015075376,0.017655625,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.0,1,1,26,0.55455,0.5555555555555556,4.320603015075376,0.034659375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.160301507537688,0.0,1,1,10,0.69326,0.9090909090909091,4.320603015075376,0.06302363636363637,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.160301507537688,0.0,1,1,16,0.68869,0.8823529411764706,4.320603015075376,0.043043125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,0.8563204005006219,0.0,0,0,6,12232.0,0.7142857142857143,1.7126408010012437,2038.6666666666667,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,5.259562841530058,0.0,1,1,9,0.93046,1.5,10.519125683060116,0.05815375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,5.259562841530058,0.25,1,1,4,0.8523,2.0,10.519125683060116,0.07748181818181818,0.25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
45.0,0,0.4377892030848322,0.0,0,0,91,0.65385,0.4891304347826087,0.8755784061696644,0.01421413043478261,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,0.4377892030848322,0.25,0,1,8,0.47852,0.5555555555555556,0.8755784061696644,0.07975333333333333,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.4377892030848322,0.0,0,0,5,127469.0,4.166666666666667,0.8755784061696644,4902.653846153846,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
50.0,0,0.4377892030848322,0.0,0,0,46,153913.0,1.0638297872340425,0.8755784061696644,3017.901960784314,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.4377892030848322,0.0,0,0,13,133189.0,1.0714285714285714,0.8755784061696644,8324.3125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,2.160301507537688,0.0,1,0,44,0.79879,0.8333333333333334,4.320603015075376,0.020747792207792208,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,1,1,0.23229,12.5,4.320603015075376,0.008934230769230769,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,2.160301507537688,0.0,1,1,17,1118.0,1.3888888888888888,4.320603015075376,43.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,2.160301507537688,0.0,1,1,8,0.1585,0.5555555555555556,4.320603015075376,0.026416666666666668,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,1.3513326031398323,0.25,1,1,1,0.0,5.0,1.3513326031398323,0.0,0.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.3513326031398323,0.5,0,1,58,0.0,0.423728813559322,2.7026652062796646,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.5,0,1,3,122122.0,2.5,2.7026652062796646,11102.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.7340425531914896,0.0,0,0,10,0.77107,2.272727272727273,1.4680851063829792,0.029656538461538463,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5.0,0,4.148532289628183,0.25,0,1,19,0.35788,0.25,8.297064579256366,0.05964666666666666,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.8563204005006219,0.0,0,0,23,0.97597,0.625,1.7126408010012437,0.060998125,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.7340425531914896,0.0,0,0,14,131651.0,1.6666666666666667,1.4680851063829792,5063.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,1.104394141145143,0.5,0,1,2,0.57223,5.0,2.208788282290286,0.035764375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,2.1407202216066494,0.0,0,0,20,170615.0,0.47619047619047616,2.1407202216066494,15510.454545454546,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,0.6450502152080326,0.0,0,0,14,0.77298,0.6666666666666666,1.2901004304160653,0.07027090909090909,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,1.104394141145143,0.75,0,1,5,187735.0,1.6666666666666667,1.104394141145143,17066.81818181818,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.1407202216066494,0.0,0,0,5,0.64836,1.6666666666666667,4.281440443213299,0.058941818181818185,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
45.0,0,3.1082568807339452,0.0,0,1,55,0.40415,0.8035714285714286,6.2165137614678905,0.008785869565217392,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
25.0,0,2.1407202216066494,0.0,0,0,37,221261.0,0.6578947368421053,4.281440443213299,8510.038461538461,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.1407202216066494,0.0,0,0,13,0.78958,0.7142857142857143,4.281440443213299,0.07178,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.8563204005006219,0.0,0,0,10,0.92103,1.3636363636363635,1.7126408010012437,0.057564375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,1.0644067796610162,0.0,0,0,16,0.55544,2.2058823529411766,2.1288135593220323,0.014427012987012988,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,1.0644067796610162,0.0,0,0,50,180748.0,0.49019607843137253,2.1288135593220323,6951.846153846154,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,1.0385964912280703,0.0,0,0,16,160117.0,2.2058823529411766,2.0771929824561406,4158.883116883117,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,0,0.7340425531914896,0.0,0,0,42,195031.0,0.5813953488372093,1.4680851063829792,7501.192307692308,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.7340425531914896,0.0,0,0,15,0.89284,0.9375,1.4680851063829792,0.0558025,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,0.6450502152080326,0.0,0,0,1,0.24225,7.5,1.2901004304160653,0.015140625,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,1.3513326031398323,0.25,0,1,11,169263.0,0.8333333333333334,2.7026652062796646,15387.545454545454,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,0.7170212765957451,0.25,0,1,52,0.67261,0.7075471698113207,1.4340425531914902,0.01747038961038961,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
37.5,0,0.7170212765957451,0.0,0,0,27,147964.0,1.3392857142857142,1.4340425531914902,3843.220779220779,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.1407202216066494,0.25,0,1,5,166367.0,1.6666666666666667,4.281440443213299,15124.272727272728,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
15.0,0,2.1407202216066494,0.0,0,0,7,131447.0,1.875,4.281440443213299,8215.4375,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,0,2.1407202216066494,0.0,0,0,2,0.98904,3.3333333333333335,4.281440443213299,0.08991272727272727,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10.0,1,2.1407202216066494,0.0,0,0,13,142061.0,0.7142857142857143,2.1407202216066494,12914.636363636364,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
