Source_ID,H2,CH4,C2H6,C2H4,C2H2,Type,Source,Fault_Type,R1,R2,R4,R5
2585,-0.16058394160583941,-0.13877118644067798,-0.1871991442324835,-0.140625,-0.048888888888888885,NF,dataset2,2,-0.16722048223814395,0.011881262082290286,-0.09484123715121937,-0.05049532235518364
2586,-0.2281021897810219,-0.25635593220338987,-0.14708504189695132,-0.1538665254237288,-0.048888888888888885,NF,dataset2,2,-0.4744574380701957,0.040769950355288395,3.0342714444360115,-0.15481814569812646
2587,-0.2798175182481752,-0.27510593220338986,-0.240328044214655,-0.16726694915254237,-0.05333333333333333,NF,dataset2,2,-0.16722048223814395,-0.020474068783467598,-0.18989022348240625,0.941981267285786
2588,0.08394160583941605,0.7828389830508474,1.542164378677126,0.890625,0.39111111111111113,NF,dataset2,2,0.541036411174376,0.06526755801079079,0.8556486261606494,-0.030758571993005267
2590,0.10218978102189781,0.385593220338983,0.3922267783918702,0.7105402542372882,0.1688888888888889,NF,dataset2,2,0.06802198593101445,0.031177513622712146,0.3218535189247038,0.1955985247160827
2591,0.08394160583941605,-0.01165254237288137,0.33874130861116064,0.09613347457627117,0.27999999999999997,NF,dataset2,2,-0.3354314944236174,0.23675081159930753,1.2263396728522784,-0.06979829798412732
2592,0.08394160583941605,0.09427966101694914,0.3833125334284186,0.7317266949152542,0.1688888888888889,NF,dataset2,2,-0.21856910701055166,0.029962182271978503,0.8556486261606494,0.21091592223775027
2594,0.4489051094890511,-0.01165254237288137,0.20502763415938668,0.890625,0.013333333333333336,NF,dataset2,2,-0.48150947868994964,-0.007612824764328841,0.8556486261606494,0.4767578658915815
2596,-0.1583941605839416,-0.2603813559322034,0.05500089142449636,-0.017743644067796615,0.001555555555555562,NF,dataset2,2,-0.5747211448408474,0.05383534110488966,13.102272789339134,-0.05457629649226183
2597,-0.1281021897810219,-0.09846398305084747,-0.11321091103583525,-0.12134533898305086,-0.039999999999999994,NF,dataset2,2,-0.15888282799767317,0.037070647185833326,0.145736485764403,-0.09416855117858533
2598,-0.2678832116788321,-0.2378177966101695,-0.2157247281155286,-0.16340042372881355,-0.044444444444444446,NF,dataset2,2,0.5572672983150795,0.3224924383935659,0.09395469460250795,-0.13951209439684525
2599,-0.22591240875912408,-0.24629237288135591,-0.2308789445533963,-0.15916313559322035,-0.05333333333333333,NF,dataset2,2,-0.40701938075281335,-0.020474068783467598,-0.14153196727881995,0.0768964299825131
2600,-0.17445255474452553,-0.21292372881355934,-0.2157247281155286,-0.147510593220339,-0.05333333333333333,NF,dataset2,2,-0.3874592696417631,-0.020474068783467598,-0.09167293760684651,0.04174377627622141
2601,-0.24452554744525548,-0.20815677966101695,-0.18987341772151897,-0.15810381355932204,-0.03111111111111111,NF,dataset2,2,0.12617493585799244,0.4082340651878243,0.1659908648738981,-0.14057207024873455
2602,-0.26167883211678833,-0.17161016949152544,-0.2023533606703512,-0.14221398305084745,-0.05333333333333333,NF,dataset2,2,1.5553137358915508,-0.020474068783467598,-0.11164282564410598,-0.0032189203248493862
2603,-0.18613138686131386,-0.1784957627118644,-0.15332501337136742,-0.13215042372881355,-0.05333333333333333,NF,dataset2,2,-0.21182704619825937,-0.020474068783467598,0.27456536377917723,-0.08081971722651891
2604,-0.24558394160583938,-0.2582627118644068,-0.23649491888037083,-0.16615466101694915,-0.05333333333333333,NF,dataset2,2,-0.42058096825960517,-0.020474068783467598,-0.21116572332979403,-0.027159164632121684
2605,-0.24540145985401457,-0.25805084745762713,-0.23667320377963985,-0.1659957627118644,-0.05333333333333333,NF,dataset2,2,-0.4192467312977425,-0.020474068783467598,-0.22020757257080206,-0.008202285864801416
2606,-0.24551094890510947,-0.25842161016949156,-0.2365840613300053,-0.16626059322033898,-0.05333333333333333,NF,dataset2,2,-0.42280804821910084,-0.020474068783467598,-0.21330405002733208,-0.030758571993005267
2607,-0.24627737226277374,-0.2591631355932203,-0.23649491888037083,-0.1659427966101695,-0.05333333333333333,NF,dataset2,2,-0.426883677850859,-0.020474068783467598,-0.20238901985011587,-0.012761535188587289
2608,-0.24609489051094893,-0.2586864406779661,-0.2365840613300053,-0.16620762711864406,-0.05333333333333333,NF,dataset2,2,-0.4224371903816209,-0.020474068783467598,-0.2108236311862986,-0.02708091664601553
2609,-0.24624087591240876,-0.25889830508474576,-0.23649491888037083,-0.16615466101694915,-0.05333333333333333,NF,dataset2,2,-0.424028634933523,-0.020474068783467598,-0.20506370624009573,-0.027159164632121684
2610,-0.24609489051094893,-0.25911016949152543,-0.23649491888037083,-0.1659427966101695,-0.05333333333333333,NF,dataset2,2,-0.42732172068101765,-0.020474068783467598,-0.20293048075345327,-0.012761535188587289
2611,-0.24594890510948905,-0.25921610169491527,-0.2365840613300053,-0.1659427966101695,-0.05333333333333333,NF,dataset2,2,-0.42937134278635763,-0.020474068783467598,-0.2056345341016826,-0.008692639911066728
2612,-0.2541970802919708,-0.2600635593220339,-0.23925833481904082,-0.16588983050847456,-0.05333333333333333,NF,dataset2,2,-0.38114297249335405,-0.020474068783467598,-0.3162133924128869,0.36045201554303036
2613,-0.2540510948905109,-0.2604343220338983,-0.23952576216794436,-0.165625,-0.05333333333333333,NF,dataset2,2,-0.3880116619673852,-0.020474068783467598,-0.3269740750557682,0.5548373178738255
2614,-0.24452554744525548,0.11387711864406778,-0.07309680870030308,0.08871822033898305,-0.05111111111111111,NF,dataset2,2,3.678791513215192,-0.01870983777947051,-0.06479182898952801,0.2373972763928225
2615,-0.23722627737226276,-0.1514830508474576,-0.1720449277946158,-0.05534957627118645,-0.05111111111111111,NF,dataset2,2,0.5215593466055317,-0.01646745070896954,0.02316449587860157,0.27023602536711755
2617,-0.21098540145985403,-0.2253707627118644,-0.2102870386878231,-0.14809322033898303,-0.05333333333333333,NF,dataset2,2,-0.3337568119567809,-0.020474068783467598,0.05664616282532512,-0.006945483998420535
2618,-0.211021897810219,-0.19613347457627117,-0.2134070244250312,-0.11626059322033899,-0.05333333333333333,NF,dataset2,2,-0.16543876195101392,-0.020474068783467598,-0.1307430625749307,0.34739093074453
2621,-0.28093430656934304,-0.22760593220338982,-0.2289623818862542,-0.16726165254237288,-0.05333333333333333,NF,dataset2,2,224.0403523386627,-0.020474068783467598,-0.20390860995799634,-0.16506710460428753
2623,-0.25437956204379564,-0.2600635593220339,-0.23890176502050275,-0.1665783898305085,-0.05111111111111111,NF,dataset2,2,-0.3794549965312792,0.19387999820217836,-0.3002696914799136,0.13841357396852363
2624,-0.24635036496350365,-0.2579449152542373,-0.23622749153146727,-0.1660487288135593,-0.05333333333333333,NF,dataset2,2,-0.4123146440374765,-0.020474068783467598,-0.20346865010114726,-0.030758571993005267
2625,-0.2327883211678832,-0.2647934322033898,-0.23949901943305402,-0.16684322033898305,-0.05333333333333333,NF,dataset2,2,-0.53001055276385,-0.020474068783467598,-0.3055252612256037,0.24525913983896291
2627,-0.19822992700729927,-0.2570127118644068,-0.2358709217329292,-0.16578389830508475,-0.05333333333333333,NF,dataset2,2,-0.5329023987882348,-0.020474068783467598,-0.1984746259475733,-0.02762575447519916
2628,-0.26350364963503653,-0.2458156779661017,-0.23257265109645212,-0.1621822033898305,-0.05333333333333333,NF,dataset2,2,0.07723881112877116,-0.020474068783467598,-0.18578620852855537,0.028730534279180698
2629,-0.1510948905109489,-0.24396186440677967,-0.2359600641825637,-0.1611228813559322,-0.05333333333333333,NF,dataset2,2,-0.5268100670691718,-0.020474068783467598,-0.2733289916135296,0.2565148834133645
2630,-0.2737226277372263,-0.24735169491525424,-0.23604920663219825,-0.16440677966101697,-0.05333333333333333,NF,dataset2,2,0.9792703639733726,-0.020474068783467598,-0.26316435112681213,0.0635874324855397
2631,-0.24135036496350362,-0.2375529661016949,-0.2397931895168479,-0.1645656779661017,-0.05333333333333333,NF,dataset2,2,-0.23249153494982672,-0.020474068783467598,-0.3631768108072912,1.1196120205453912
2632,-0.23886861313868615,-0.2465042372881356,-0.23551435193439116,-0.16329449152542372,-0.05333333333333333,NF,dataset2,2,-0.34124931890522026,-0.020474068783467598,-0.25336816841736853,0.0975789180467753
2633,-0.20273722627737226,-0.23702330508474576,-0.2365840613300053,-0.16414194915254238,-0.05333333333333333,NF,dataset2,2,-0.4246446223438483,-0.020474068783467598,-0.3036938420158542,0.11634764188658506
2634,-0.2492700729927007,-0.2039194915254237,-0.18630771973613833,-0.10566737288135594,-0.042222222222222223,NF,dataset2,2,0.2925359321925694,0.015551824827565331,0.17018586342187106,0.13009363236385832
2635,-0.23102189781021898,-0.1038135593220339,-0.07755393118202887,-0.11414194915254237,-0.026666666666666665,NF,dataset2,2,0.7628190442210704,0.07941908864673633,0.3136361550266727,-0.10471360847891953
2636,-0.20364963503649633,-0.2658898305084746,-0.2397931895168479,-0.1671080508474576,-0.05333333333333333,NF,dataset2,2,-0.5724636953086094,-0.020474068783467598,-0.31820635502950856,0.30758571993005246
2642,-0.2605839416058394,-0.2590042372881356,-0.23711891602781243,-0.1671080508474576,-0.05333333333333333,NF,dataset2,2,-0.2832607857570702,-0.020474068783467598,-0.23021403586533404,-0.07305160848338751
2645,-0.2802919708029197,-0.2039194915254237,-0.20770190764842217,-0.1586334745762712,-0.05333333333333333,NF,dataset2,2,39.397780226018746,-0.020474068783467598,-0.04627606165353265,-0.11305853489320852
2646,-0.27846715328467153,-0.2251059322033898,-0.21037618113745765,-0.1660487288135593,-0.05333333333333333,NF,dataset2,2,7.469306522091848,-0.020474068783467598,0.05312161785918497,-0.17505246119548581
2647,-0.25291970802919705,-0.2701271186440678,-0.2397931895168479,-0.1671080508474576,-0.05333333333333333,NF,dataset2,2,-0.5365258623746721,-0.020474068783467598,-0.2770184609526609,0.30758571993005246
2648,-0.2540510948905109,-0.2662235169491525,-0.23916027812444285,-0.16707627118644067,-0.05333333333333333,NF,dataset2,2,-0.4744328997498486,-0.020474068783467598,-0.2709051312948944,0.10279838534504383
2649,-0.25491970802919706,-0.2651218220338983,-0.24035478694954537,-0.16780720338983052,-0.05333333333333333,NF,dataset2,2,-0.45234290129449073,-0.020474068783467598,-0.3586741810280896,0.5682022691140296
2650,-0.25091970802919705,-0.2620233050847458,-0.2389106792654662,-0.16678495762711865,-0.05333333333333333,NF,dataset2,2,-0.4341864459596345,-0.020474068783467598,-0.28991796624046484,0.10695945637768656
2651,-0.22129562043795623,-0.10428495762711863,-0.11303262613656623,-0.05736758474576272,-0.05333333333333333,NF,dataset2,2,0.5332170213658026,-0.020474068783467598,0.16426818770726231,0.04838138651232166
2652,-0.2378978102189781,-0.00680084745762715,-0.021679443751114268,0.08377648305084745,-0.05333333333333333,NF,dataset2,2,1.890255003836058,-0.020474068783467598,0.21623156680595834,0.12829822544941397
2653,-0.2716897810218978,-0.23103283898305083,-0.21534141558210018,-0.16671080508474576,-0.05333333333333333,NF,dataset2,2,1.3332966715597867,-0.020474068783467598,0.029394799521731612,-0.17761641801236977
2654,-0.27182481751824816,-0.23890360169491526,-0.2176947762524514,-0.1663135593220339,-0.05333333333333333,NF,dataset2,2,1.0175288836621739,-0.020474068783467598,0.06916012869323308,-0.17041250714310027
