power,selfprotection,average_earth_discharge_density_ddt_rayskm2ao,burning_rate__failuresyear,criticality_according_to_previous_study_for_ceramics_level,removable_connectors,number_of_users,km_of_network_lt,power_per_user,lightning_risk_score,network_density,historical_risk_index,type_of_clients_COMMERCIAL,type_of_clients_INDUSTRIAL,type_of_clients_OFFICIAL,type_of_clients_STRATUM 1,type_of_clients_STRATUM 2,type_of_clients_STRATUM 3,type_of_clients_STRATUM 4,type_of_clients_STRATUM 5,type_of_clients_STRATUM 6,type_of_installation_CABINA,type_of_installation_EN H,type_of_installation_MACRO WITHOUT ANTI-FRAUD NET,type_of_installation_OTROS,type_of_installation_PAD MOUNTED,type_of_installation_POLE,type_of_installation_POLE WITH ANTI-FRAUD NET,type_of_installation_TORRE METALICA,target
112.5,0,4.148532289628183,0.0,0,1,96,0.22475,1.1597938144329898,8.297064579256366,0.0019801762114537,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15.0,0,4.148532289628183,0.0,0,1,4,0.0,3.0,8.297064579256366,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
112.5,0,4.148532289628183,0.0,0,1,96,0.26382,1.1597938144329898,8.297064579256366,0.0023244052863436,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
15.0,0,3.1556016597510377,0.4,1,1,23,0.81227,0.625,6.311203319502075,0.050766875,0.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75.0,0,4.148532289628183,0.0,0,1,149,0.63416,0.5,8.297064579256366,0.0083442105263157,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
75.0,0,1.104394141145143,0.0,0,1,71,0.42894,1.0416666666666667,2.208788282290286,0.005643947368421,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
75.0,0,1.104394141145143,0.0,0,1,79,0.22947,0.9375,2.208788282290286,0.0030193421052631,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15.0,0,0.0,0.0,1,0,1,0.36698,7.5,0.0,0.02293625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.0,0.0,1,1,21,0.41276,1.1363636363636365,0.0,0.0158753846153846,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,0,0.0,0.0,1,1,18,0.49013,0.7894736842105263,0.0,0.030633125,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,0,0.0,0.0,1,1,15,0.81368,0.9375,0.0,0.050855,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,0,0.0,0.0,1,1,2,0.58156,3.333333333333333,0.0,0.0528690909090909,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.0,0.0,1,0,1,0.6994,7.5,0.0,0.0437125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.0,0.0,1,1,20,158533.0,0.4761904761904761,0.0,14412.09090909091,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
112.5,0,4.148532289628183,0.0,0,1,231,118969.0,0.4849137931034483,8.297064579256366,1048.1850220264316,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10.0,0,3.1556016597510377,0.0,1,1,7,0.52411,1.25,6.311203319502075,0.0476463636363636,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,1,3.1556016597510377,0.0,1,0,26,0.6055,0.3703703703703703,3.1556016597510377,0.0550454545454545,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,3.1556016597510377,0.0,1,0,6,0.65474,0.7142857142857143,6.311203319502075,0.1091233333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
15.0,0,3.1556016597510377,0.0,1,0,16,0.9569,0.8823529411764706,6.311203319502075,0.05980625,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,0,3.1556016597510377,0.0,1,0,38,141728.0,0.6410256410256411,6.311203319502075,5451.076923076923,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,0,3.1556016597510377,0.0,1,0,19,26831.0,1.25,6.311203319502075,1031.9615384615386,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,0,3.1556016597510377,0.0,1,1,8,112977.0,1.1111111111111112,6.311203319502075,10270.636363636364,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,1,4.148532289628183,0.2,1,1,13,0.38592,0.7142857142857143,4.148532289628183,0.0350836363636363,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,1,4.148532289628183,0.2,0,0,53,119994.0,0.2777777777777778,4.148532289628183,7499.625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,4.148532289628183,0.2,0,1,22,0.9921,0.6521739130434783,8.297064579256366,0.06200625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,4.148532289628183,0.2,0,1,32,26194.0,0.7575757575757576,8.297064579256366,1007.4615384615385,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,4.148532289628183,0.0,0,0,12,192085.0,1.1538461538461535,8.297064579256366,12005.3125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,1,4.148532289628183,0.0,0,0,18,123991.0,0.5263157894736842,4.148532289628183,11271.90909090909,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,4.148532289628183,0.0,0,0,30,163361.0,0.8064516129032258,8.297064579256366,6283.115384615385,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,0,4.148532289628183,0.2,0,1,35,223264.0,0.4166666666666667,8.297064579256366,13954.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,4.148532289628183,0.0,0,0,23,232186.0,1.0416666666666667,8.297064579256366,8930.23076923077,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,4.148532289628183,0.0,0,0,15,167762.0,0.9375,8.297064579256366,10485.125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,4.148532289628183,0.0,0,1,11,0.38954,1.25,8.297064579256366,0.02434625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,4.148532289628183,0.0,0,0,12,0.96391,1.9230769230769231,8.297064579256366,0.0370734615384615,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,1.0396963123644247,0.0,0,0,21,254241.0,1.1363636363636365,2.079392624728849,9778.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.0396963123644247,0.2,0,1,3,0.9934,1.25,2.079392624728849,0.1655666666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.0396963123644247,0.0,0,0,5,115946.0,1.6666666666666667,2.079392624728849,10540.545454545454,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1.0396963123644247,0.0,0,0,23,188331.0,0.625,2.079392624728849,11770.6875,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.0396963123644247,0.2,0,1,5,2288.0,1.6666666666666667,2.079392624728849,208.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,0,1.0396963123644247,0.0,0,0,14,160152.0,1.6666666666666667,2.079392624728849,6159.692307692308,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50.0,0,3.1556016597510377,0.0,1,0,5,0.37898,8.333333333333334,6.311203319502075,0.0074309803921568,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,3.1556016597510377,0.0,1,0,26,0.62491,0.5555555555555556,6.311203319502075,0.039056875,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,0,3.1556016597510377,0.0,1,0,60,110446.0,0.4098360655737705,6.311203319502075,4247.923076923077,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,1,4.148532289628183,0.2,1,1,17,136844.0,0.5555555555555556,4.148532289628183,12440.363636363636,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,4.148532289628183,0.2,0,0,16,0.96222,0.5882352941176471,8.297064579256366,0.0874745454545454,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,4.148532289628183,0.0,0,0,22,0.65445,0.6521739130434783,8.297064579256366,0.040903125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,4.148532289628183,0.0,0,0,3,0.12767,2.5,8.297064579256366,0.0116063636363636,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,1,4.148532289628183,0.2,0,0,25,134131.0,0.3846153846153846,4.148532289628183,12193.727272727272,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112.5,0,1.104394141145143,0.0,0,1,91,0.60534,1.2228260869565215,2.208788282290286,0.0053333920704845,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
75.0,0,0.8563204005006219,0.0,0,1,78,0.67493,0.9493670886075948,1.7126408010012435,0.0088806578947368,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15.0,0,4.148532289628183,0.6,0,1,28,211688.0,0.5172413793103449,8.297064579256366,13230.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,1,4.148532289628183,0.4,0,0,40,121419.0,0.6097560975609756,4.148532289628183,4669.961538461538,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,1,0.8885880077369437,0.2,0,0,29,147431.0,0.5,0.8885880077369437,9214.4375,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.0,1,1,18,129323.0,0.5263157894736842,2.702665206279665,11756.636363636364,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.3513326031398325,0.2,1,1,8,168682.0,0.5555555555555556,2.702665206279665,28113.666666666668,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,3.1556016597510377,0.0,1,0,29,132709.0,0.5,6.311203319502075,8294.3125,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,0,3.1556016597510377,0.0,1,0,42,0.62191,0.5813953488372093,6.311203319502075,0.0239196153846153,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,0,3.1556016597510377,0.0,0,0,12,0.29321,1.1538461538461535,6.311203319502075,0.018325625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,3.1556016597510377,0.0,1,1,27,197055.0,0.8928571428571429,6.311203319502075,7579.038461538462,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112.5,0,4.148532289628183,0.0,0,1,270,0.59499,0.4151291512915129,8.297064579256366,0.0052422026431718,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
75.0,0,4.148532289628183,0.0,0,1,66,0.16135,1.1194029850746268,8.297064579256366,0.0021230263157894,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
75.0,0,1.104394141145143,0.0,0,1,114,0.55605,0.6521739130434783,2.208788282290286,0.007316447368421,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
75.0,0,0.8563204005006219,0.0,0,1,63,0.60035,1.171875,1.7126408010012435,0.0078993421052631,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10.0,0,1.2684210526315784,0.0,1,1,8,11395.0,1.1111111111111112,2.536842105263157,1035.909090909091,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.2684210526315784,0.2,1,1,4,253864.0,1.0,2.536842105263157,42310.66666666666,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30.0,0,3.1556016597510377,0.0,1,0,1,0.0,15.0,6.311203319502075,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,3.1556016597510377,0.0,1,0,59,0.97298,0.4166666666666667,6.311203319502075,0.0374223076923076,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,1,3.1556016597510377,0.2,1,0,23,0.26908,0.625,3.1556016597510377,0.0168175,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,3.1556016597510377,0.0,1,0,25,0.74972,1.4423076923076923,6.311203319502075,0.0194732467532467,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,0,1.0396963123644247,0.0,1,0,8,0.56593,1.1111111111111112,2.079392624728849,0.0514481818181818,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,5.259562841530058,0.0,0,0,9,0.64626,1.5,10.519125683060116,0.04039125,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,0,1.0396963123644247,0.2,0,1,21,132433.0,0.4545454545454545,2.079392624728849,12039.363636363636,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37.5,0,0.0,0.0,0,1,24,0.96017,1.5,0.0,0.0249394805194805,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
10.0,0,1.0396963123644247,0.0,0,0,9,0.55271,1.0,2.079392624728849,0.0502463636363636,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,0,0.0,0.0,0,1,30,0.74786,0.8064516129032258,0.0,0.0287638461538461,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1.0396963123644247,0.0,0,0,6,0.58398,2.142857142857143,2.079392624728849,0.03649875,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75.0,0,0.0,0.0,0,1,110,0.77985,0.6756756756756757,0.0,0.0102611842105263,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
75.0,0,1.104394141145143,0.0,0,1,123,0.82312,0.6048387096774194,2.208788282290286,0.0108305263157894,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
37.5,0,0.0,0.6,1,1,47,0.79302,0.78125,0.0,0.020597922077922,0.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25.0,0,4.148532289628183,0.0,0,0,18,14781.0,1.3157894736842106,8.297064579256366,568.5,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,1,0.0,0.2,0,1,9,170166.0,1.0,0.0,15469.636363636364,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25.0,0,0.0,0.0,1,1,9,0.96457,2.5,0.0,0.0370988461538461,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.0,0.0,1,1,24,116531.0,1.0,0.0,4481.961538461538,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30.0,1,4.148532289628183,0.2,0,1,15,0.85012,1.875,4.148532289628183,0.0274232258064516,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15.0,0,4.148532289628183,0.0,0,0,25,159577.0,0.5769230769230769,8.297064579256366,9973.5625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75.0,0,1.104394141145143,0.0,0,1,92,0.43354,0.8064516129032258,2.208788282290286,0.0057044736842105,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
15.0,1,4.148532289628183,0.0,1,0,8,0.22284,1.6666666666666667,4.148532289628183,0.0139275,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5.0,0,1.1816239316239314,0.4,0,1,11,161369.0,0.4166666666666667,2.363247863247863,26894.83333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,4.868884540117413,0.0,1,0,16,0.37739,0.8823529411764706,9.737769080234823,0.023586875,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30.0,0,4.868884540117413,0.0,1,0,1,0.2681,15.0,9.737769080234823,0.0086483870967741,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10.0,1,4.868884540117413,0.2,1,0,8,0.94021,1.1111111111111112,4.868884540117413,0.0854736363636363,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,4.868884540117413,0.0,1,0,2,0.33361,5.0,9.737769080234823,0.020850625,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
25.0,0,4.868884540117413,0.0,1,0,24,218175.0,1.0,9.737769080234823,8391.346153846154,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,4.148532289628183,0.2,0,0,11,131086.0,0.8333333333333334,8.297064579256366,11916.90909090909,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,4.148532289628183,0.0,0,0,1,0.0,2.5,8.297064579256366,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
37.5,0,4.148532289628183,0.0,0,0,80,14598.0,0.4629629629629629,8.297064579256366,379.1688311688312,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25.0,0,4.148532289628183,0.0,0,0,7,125954.0,3.125,8.297064579256366,4844.384615384615,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,4.148532289628183,0.8,0,1,52,0.6881,0.2830188679245283,8.297064579256366,0.04300625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,4.148532289628183,0.0,0,0,8,0.90204,1.6666666666666667,8.297064579256366,0.0563775,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,4.148532289628183,0.0,0,0,2,0.0,8.333333333333334,8.297064579256366,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75.0,0,1.033279483037156,0.0,0,1,64,0.3844,1.1538461538461535,2.066558966074312,0.0050578947368421,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15.0,0,1.539884393063584,0.0,1,1,3,128571.0,3.75,3.079768786127168,8035.6875,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,1.539884393063584,0.2,1,1,23,241489.0,1.0416666666666667,3.079768786127168,9288.03846153846,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10.0,0,3.1556016597510377,0.2,1,0,2,118178.0,3.333333333333333,6.311203319502075,10743.454545454546,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,3.1556016597510377,0.0,1,0,12,0.97709,1.1538461538461535,6.311203319502075,0.061068125,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,0,0.8885880077369437,0.0,1,0,9,24241.0,1.5,1.7771760154738874,1515.0625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.8885880077369437,0.2,1,1,16,21321.0,0.8823529411764706,1.7771760154738874,1332.5625,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,0,0.8885880077369437,0.2,1,1,12,223231.0,1.1538461538461535,1.7771760154738874,13951.9375,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15.0,0,0.8885880077369437,0.0,1,0,13,159003.0,1.0714285714285714,1.7771760154738874,9937.6875,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.0,0,0.8885880077369437,0.2,1,1,10,0.86974,0.4545454545454545,1.7771760154738874,0.1449566666666666,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,0,0.8885880077369437,0.2,1,1,3,0.9877,3.75,1.7771760154738874,0.06173125,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,0.8885880077369437,0.0,1,0,4,0.74191,1.0,1.7771760154738874,0.1236516666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,3.1556016597510377,0.0,1,0,19,139972.0,1.875,6.311203319502075,3635.636363636364,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,0,3.1556016597510377,0.0,1,0,15,131416.0,0.9375,6.311203319502075,8213.5,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.0,0,3.1556016597510377,0.0,1,0,27,121841.0,0.5357142857142857,6.311203319502075,7615.0625,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,1,3.1556016597510377,0.0,1,0,19,189109.0,0.5,3.1556016597510377,17191.727272727272,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15.0,0,3.1556016597510377,0.0,1,1,6,0.67563,2.142857142857143,6.311203319502075,0.042226875,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,0,3.1556016597510377,0.2,0,1,2,0.32274,3.333333333333333,6.311203319502075,0.02934,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.0,0,3.1556016597510377,0.2,1,1,10,172455.0,0.9090909090909092,6.311203319502075,15677.727272727272,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5.0,1,3.1556016597510377,0.2,1,1,9,152534.0,0.5,3.1556016597510377,25422.33333333333,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25.0,0,3.1556016597510377,0.0,1,0,27,197061.0,0.8928571428571429,6.311203319502075,7579.2692307692305,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,0,3.1556016597510377,0.2,1,1,8,119836.0,1.1111111111111112,6.311203319502075,10894.181818181818,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.0,0,0.8885880077369437,0.2,0,1,3,0.14138,1.25,1.7771760154738874,0.0235633333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,2.140720221606649,0.0,0,0,23,0.6084,0.625,4.281440443213299,0.038025,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50.0,0,5.259562841530058,0.0,1,0,44,25069.0,1.1111111111111112,10.519125683060116,491.5490196078432,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,5.259562841530058,0.0,0,0,21,168124.0,1.7045454545454546,10.519125683060116,4366.857142857143,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37.5,1,3.1556016597510377,0.4,0,1,63,0.73472,0.5859375,3.1556016597510377,0.0190836363636363,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
25.0,0,3.1556016597510377,0.0,1,0,9,0.52539,2.5,6.311203319502075,0.0202073076923076,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37.5,0,3.1556016597510377,0.0,0,0,24,0.37087,1.5,6.311203319502075,0.009632987012987,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,0,3.1556016597510377,0.0,0,0,3,18731.0,6.25,6.311203319502075,720.4230769230769,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,3.1556016597510377,0.2,1,1,16,134157.0,0.8823529411764706,6.311203319502075,8384.8125,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,0,0.8885880077369437,0.0,1,0,36,163724.0,0.6756756756756757,1.7771760154738874,6297.076923076923,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37.5,0,3.1556016597510377,0.0,1,1,42,145536.0,0.872093023255814,6.311203319502075,3780.155844155844,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.0,0,5.259562841530058,0.2,1,1,6,0.93539,0.7142857142857143,10.519125683060116,0.1558983333333333,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.0,1,5.259562841530058,0.0,1,1,7,0.67026,0.625,5.259562841530058,0.1117099999999999,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,1,5.259562841530058,0.2,1,1,8,137523.0,1.1111111111111112,5.259562841530058,12502.09090909091,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,1,5.259562841530058,0.2,1,1,17,19332.0,0.5555555555555556,5.259562841530058,1757.4545454545455,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,5.259562841530058,0.4,1,1,18,151338.0,0.5263157894736842,10.519125683060116,13758.0,0.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37.5,0,3.1556016597510377,0.0,1,0,58,28475.0,0.635593220338983,6.311203319502075,739.6103896103896,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,0,3.1556016597510377,0.0,1,0,16,0.74504,1.4705882352941178,6.311203319502075,0.0286553846153846,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,0,0.0,0.0,1,1,39,0.21667,0.625,0.0,0.0083334615384615,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37.5,0,0.0,0.2,1,0,10,0.37523,3.409090909090909,0.0,0.0097462337662337,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75.0,0,3.1556016597510377,0.0,1,0,3,0.6357,18.75,6.311203319502075,0.0083644736842105,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,5.259562841530058,0.0,1,0,7,0.28685,1.25,10.519125683060116,0.0260772727272727,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45.0,0,5.259562841530058,0.0,0,1,25,0.7249,1.7307692307692308,10.519125683060116,0.0157586956521739,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,5.259562841530058,0.0,1,0,31,251813.0,1.171875,10.519125683060116,6540.597402597403,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10.0,1,5.259562841530058,0.2,1,0,31,11011.0,0.3125,5.259562841530058,1001.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,5.259562841530058,0.0,1,0,52,23098.0,0.7075471698113207,10.519125683060116,599.9480519480519,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
