power,selfprotection,average_earth_discharge_density_ddt_rayskm2ao,burning_rate__failuresyear,criticality_according_to_previous_study_for_ceramics_level,removable_connectors,number_of_users,km_of_network_lt,power_per_user,lightning_risk_score,network_density,historical_risk_index,type_of_clients_COMMERCIAL,type_of_clients_INDUSTRIAL,type_of_clients_OFFICIAL,type_of_clients_STRATUM 1,type_of_clients_STRATUM 2,type_of_clients_STRATUM 3,type_of_clients_STRATUM 4,type_of_clients_STRATUM 5,type_of_clients_STRATUM 6,type_of_installation_CABINA,type_of_installation_EN H,type_of_installation_MACRO WITHOUT ANTI-FRAUD NET,type_of_installation_OTROS,type_of_installation_PAD MOUNTED,type_of_installation_POLE,type_of_installation_POLE WITH ANTI-FRAUD NET,type_of_installation_TORRE METALICA,target
25.0,0,4.868884540117413,0.0,0,1,30,126441.0,0.8064516129032258,9.737769080234823,4863.115384615385,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,5.259562841530058,0.2,1,1,17,22501.0,0.8333333333333334,10.519125683060116,1406.3125,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,5.259562841530058,0.0,1,1,21,0.4923,0.4545454545454545,10.519125683060116,0.0447545454545454,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.4377892030848322,0.0,0,0,4,171697.0,3.0,0.8755784061696644,10731.0625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,1.0644067796610162,0.0,0,0,38,0.52249,0.9615384615384616,2.1288135593220323,0.0135711688311688,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
15.0,0,1.0644067796610162,0.0,0,0,11,2576.0,1.25,2.1288135593220323,161.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.0644067796610162,0.0,0,0,20,196952.0,0.238095238095238,2.1288135593220323,32825.333333333336,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,6.227631578947366,0.0,0,0,1,0.11477,5.0,12.455263157894732,0.0104336363636363,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.3513326031398325,0.0,1,0,1,0.36989,2.5,2.702665206279665,0.0616483333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,2.822097378277153,0.0,0,0,16,19005.0,0.8823529411764706,5.644194756554307,1187.8125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.8563204005006219,0.0,0,0,17,0.78068,1.3888888888888888,1.7126408010012435,0.0300261538461538,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.5033313851548781,0.0,0,0,14,0.17441,1.6666666666666667,1.006662770309756,0.0067080769230769,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.5033313851548781,0.0,0,0,37,0.52715,0.6578947368421053,1.006662770309756,0.020275,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.5033313851548781,0.0,0,0,16,0.32099,1.4705882352941178,1.006662770309756,0.0123457692307692,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.5033313851548781,0.0,0,0,16,118468.0,0.5882352941176471,1.006662770309756,10769.818181818182,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.5033313851548781,0.0,0,0,1,0.67172,7.5,1.006662770309756,0.0419825,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,0.5033313851548781,0.0,0,0,24,0.18381,1.5,1.006662770309756,0.0047742857142857,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,0.5033313851548781,0.0,0,0,41,0.46673,0.8928571428571429,1.006662770309756,0.0121228571428571,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,0.4261811023622042,0.0,0,0,4,112663.0,7.5,0.8523622047244085,2926.311688311688,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,0.4261811023622042,0.0,0,0,8,0.32503,4.166666666666667,0.8523622047244085,0.0084423376623376,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.5033313851548781,0.0,0,0,7,0.55511,1.25,1.006662770309756,0.0504645454545454,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.5033313851548781,0.0,0,0,8,0.97649,1.6666666666666667,1.006662770309756,0.061030625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,1,3.850980392156861,0.2,0,1,11,0.56334,0.4166666666666667,3.850980392156861,0.0938899999999999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,3.850980392156861,0.0,0,0,33,0.43296,0.4411764705882353,7.701960784313722,0.02706,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,2.160301507537688,0.0,1,1,8,0.69706,1.1111111111111112,4.320603015075376,0.0633690909090909,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,2.160301507537688,0.0,1,1,9,0.77632,1.5,4.320603015075376,0.04852,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45.0,0,0.4377892030848322,0.2,0,1,60,0.19116,0.7377049180327869,0.8755784061696644,0.004155652173913,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
50.0,0,0.4377892030848322,0.0,0,0,15,0.37675,3.125,0.8755784061696644,0.0073872549019607,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,1,6.818166666666661,0.0,0,1,18,0.0,0.5263157894736842,6.818166666666661,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1.3513326031398325,0.2,0,1,1,0.5654,7.5,2.702665206279665,0.0353375,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.3513326031398325,0.0,1,0,1,0.96127,2.5,2.702665206279665,0.1602116666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.2,1,0,4,23301.0,2.0,2.702665206279665,2118.2727272727275,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.0,0,0,3,0.35368,2.5,2.702665206279665,0.0321527272727272,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1.3513326031398325,0.2,1,1,1,0.89321,7.5,2.702665206279665,0.055825625,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.3513326031398325,0.6,1,1,2,1264.0,1.6666666666666667,2.702665206279665,210.66666666666663,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.7170212765957451,0.0,0,0,8,0.86271,1.6666666666666667,1.4340425531914902,0.053919375,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.3513326031398325,0.0,0,0,2,0.56882,1.6666666666666667,2.702665206279665,0.0948033333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1.104394141145143,0.2,0,0,6,138066.0,2.142857142857143,2.208788282290286,8629.125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.8563204005006219,0.0,0,0,5,0.33557,1.6666666666666667,1.7126408010012435,0.0305063636363636,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1.033279483037156,0.2,0,1,5,0.94322,2.5,2.066558966074312,0.05895125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.7340425531914896,0.2,0,1,10,178376.0,1.3636363636363635,1.4680851063829792,11148.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45.0,0,0.9951515151515148,0.0,0,1,88,0.45254,0.5056179775280899,1.9903030303030296,0.0098378260869565,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
15.0,0,0.8563204005006219,0.0,0,0,18,142477.0,0.7894736842105263,1.7126408010012435,8904.8125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,1,1.0644067796610162,0.0,0,0,8,146965.0,1.1111111111111112,1.0644067796610162,13360.454545454546,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,1,1.3513326031398325,0.2,1,1,6,123736.0,1.4285714285714286,1.3513326031398325,11248.727272727272,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,0.8563204005006219,0.0,0,0,30,0.27469,1.2096774193548387,1.7126408010012435,0.0071348051948051,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.6450502152080326,0.0,0,0,34,127673.0,0.4285714285714285,1.2901004304160653,7979.5625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,1,0.4261811023622042,0.2,0,1,9,0.16097,1.0,0.4261811023622042,0.0146336363636363,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,0.6450502152080326,0.0,0,0,45,0.7034,0.8152173913043478,1.2901004304160653,0.0182701298701298,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.7340425531914896,0.0,0,0,5,0.55609,1.6666666666666667,1.4680851063829792,0.0505536363636363,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.7340425531914896,0.0,0,0,14,24151.0,1.6666666666666667,1.4680851063829792,928.8846153846154,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.7340425531914896,0.0,0,0,13,28694.0,1.0714285714285714,1.4680851063829792,1793.375,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.7340425531914896,0.0,0,0,4,0.55373,5.0,1.4680851063829792,0.0212973076923076,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.7340425531914896,0.0,0,0,28,0.98655,0.8620689655172413,1.4680851063829792,0.0379442307692307,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.3988123515439428,0.0,0,0,1,119728.0,5.0,0.7976247030878856,10884.363636363636,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.3988123515439428,0.0,0,0,15,21056.0,1.5625,0.7976247030878856,809.8461538461538,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.0644067796610162,0.0,0,0,4,0.62659,1.0,2.1288135593220323,0.1044316666666666,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1.0644067796610162,0.0,0,0,12,132034.0,1.1538461538461535,2.1288135593220323,8252.125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1.0644067796610162,0.0,0,0,10,12256.0,1.3636363636363635,2.1288135593220323,766.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,0.5033313851548781,0.0,0,0,73,0.94112,0.5067567567567568,1.006662770309756,0.0244446753246753,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.0,1,0,2,0.49616,3.333333333333333,2.702665206279665,0.0451054545454545,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.8563204005006219,0.0,0,0,23,159083.0,1.0416666666666667,1.7126408010012435,6118.576923076923,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,0.8563204005006219,0.0,0,0,32,263553.0,1.1363636363636365,1.7126408010012435,6845.532467532467,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.8563204005006219,0.0,0,0,17,15676.0,0.8333333333333334,1.7126408010012435,979.75,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.8563204005006219,0.0,0,0,15,176354.0,1.5625,1.7126408010012435,6782.846153846154,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.8563204005006219,0.0,0,0,4,0.17972,3.0,1.7126408010012435,0.0112325,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.8563204005006219,0.0,0,0,4,126906.0,2.0,1.7126408010012435,11536.90909090909,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.8563204005006219,0.0,0,0,10,0.98097,1.3636363636363635,1.7126408010012435,0.061310625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.3210404624277458,0.0,0,0,8,0.94624,1.1111111111111112,0.6420809248554916,0.0860218181818181,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.4261811023622042,0.0,0,0,7,187263.0,1.875,0.8523622047244085,11703.9375,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.4261811023622042,0.0,0,0,2,0.46653,3.333333333333333,0.8523622047244085,0.0424118181818181,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,6.818166666666661,0.0,0,1,116,0.4832,0.3205128205128205,13.636333333333322,0.0125506493506493,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75.0,0,6.818166666666661,0.0,0,1,46,0.9715,1.5957446808510638,13.636333333333322,0.0127828947368421,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45.0,0,6.818166666666661,0.0,0,1,1,0.0,22.5,13.636333333333322,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10.0,0,0.4261811023622042,0.0,0,0,5,0.3227,1.6666666666666667,0.8523622047244085,0.0293363636363636,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45.0,1,0.4377892030848322,0.0,0,1,117,0.32886,0.3813559322033898,0.4377892030848322,0.0071491304347826,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,2.140720221606649,0.0,0,0,13,0.51285,2.6785714285714284,4.281440443213299,0.0133207792207792,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,2.140720221606649,0.0,0,0,15,0.97838,0.9375,4.281440443213299,0.06114875,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,2.140720221606649,0.0,0,0,6,0.59342,1.4285714285714286,4.281440443213299,0.0539472727272727,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.0,0,0,13,0.36907,0.7142857142857143,2.702665206279665,0.0335518181818181,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.0,0,1,5,154347.0,1.6666666666666667,2.702665206279665,14031.545454545454,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.3513326031398325,0.0,0,0,6,130748.0,0.7142857142857143,2.702665206279665,21791.33333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.0,0,1,5,215628.0,1.6666666666666667,2.702665206279665,19602.545454545456,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.3513326031398325,0.0,0,0,1,152099.0,2.5,2.702665206279665,25349.83333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.2,0,1,4,0.87156,2.0,2.702665206279665,0.0792327272727272,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,1,0.4261811023622042,0.2,0,0,3,0.74852,1.25,0.4261811023622042,0.1247533333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.4261811023622042,0.0,0,0,4,18612.0,3.0,0.8523622047244085,1163.25,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.4261811023622042,0.2,0,1,8,160018.0,1.1111111111111112,0.8523622047244085,14547.09090909091,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,2.140720221606649,0.4,0,1,2,0.69625,3.333333333333333,4.281440443213299,0.0632954545454545,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,2.140720221606649,0.4,0,1,7,130416.0,1.875,4.281440443213299,8151.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,2.140720221606649,0.0,0,0,27,155721.0,0.8928571428571429,4.281440443213299,5989.269230769231,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,1,2.140720221606649,0.2,0,1,12,178517.0,0.7692307692307693,2.140720221606649,16228.818181818182,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5.0,0,2.140720221606649,0.4,0,1,11,170125.0,0.4166666666666667,4.281440443213299,28354.166666666668,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,2.140720221606649,0.2,0,1,2,216606.0,3.333333333333333,4.281440443213299,19691.454545454544,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,2.140720221606649,0.0,0,1,1,0.0,7.5,4.281440443213299,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10.0,1,2.140720221606649,0.2,0,1,10,16578.0,0.9090909090909092,2.140720221606649,1507.090909090909,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.8885880077369437,0.0,0,0,2,12054.0,8.333333333333334,1.7771760154738874,463.61538461538464,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
10.0,0,0.4261811023622042,0.0,0,0,3,0.40008,2.5,0.8523622047244085,0.036370909090909,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.4261811023622042,0.0,0,0,22,146334.0,1.0869565217391304,0.8523622047244085,5628.2307692307695,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.4261811023622042,0.0,0,0,10,118668.0,1.3636363636363635,0.8523622047244085,7416.75,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,6.818166666666661,0.0,0,0,1,0.34141,12.5,13.636333333333322,0.0131311538461538,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,1,6.818166666666661,0.2,0,1,12,0.65596,0.7692307692307693,6.818166666666661,0.0596327272727272,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,6.818166666666661,0.0,0,1,1,0.0,7.5,13.636333333333322,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,6.818166666666661,0.0,0,0,52,0.45726,0.7075471698113207,13.636333333333322,0.0118768831168831,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,6.818166666666661,0.0,0,0,2,0.38246,5.0,13.636333333333322,0.02390375,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,0.4261811023622042,0.0,0,0,17,222295.0,1.3888888888888888,0.8523622047244085,8549.807692307691,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.4261811023622042,0.0,0,0,14,0.57295,1.0,0.8523622047244085,0.035809375,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,0.4261811023622042,0.0,0,0,4,119149.0,7.5,0.8523622047244085,3094.779220779221,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,0.4261811023622042,0.0,0,0,3,0.68503,9.375,0.8523622047244085,0.017792987012987,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,2.160301507537688,0.0,1,1,24,18738.0,0.6,4.320603015075376,1171.125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,2.160301507537688,0.0,1,1,24,145894.0,1.0,4.320603015075376,5611.307692307692,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,2.160301507537688,0.0,1,1,38,166541.0,0.6410256410256411,4.320603015075376,6405.423076923077,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75.0,0,0.4377892030848322,0.0,0,1,105,122538.0,0.7075471698113207,0.8755784061696644,1612.342105263158,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,2.160301507537688,0.0,1,1,35,0.77852,0.6944444444444444,4.320603015075376,0.0299430769230769,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,2.160301507537688,0.0,1,0,9,0.59833,2.5,4.320603015075376,0.0230126923076923,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.5,0,2.160301507537688,0.0,1,0,36,139819.0,1.0135135135135136,4.320603015075376,3631.6623376623374,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,2.160301507537688,0.0,1,1,44,121795.0,0.5555555555555556,4.320603015075376,4684.423076923077,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,5.259562841530058,0.0,1,1,8,0.47943,1.1111111111111112,10.519125683060116,0.0435845454545454,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,0,5.259562841530058,0.0,1,0,28,0.84562,0.8620689655172413,10.519125683060116,0.0325238461538461,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,5.259562841530058,0.0,1,1,7,0.96274,1.875,10.519125683060116,0.06017125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,5.259562841530058,0.2,1,1,23,156056.0,0.625,10.519125683060116,9753.5,0.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
15.0,0,1.0644067796610162,0.2,0,1,30,11541.0,0.4838709677419355,2.1288135593220323,721.3125,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1.3513326031398325,0.0,1,1,14,145235.0,1.0,2.702665206279665,9077.1875,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1.3513326031398325,0.0,1,0,27,185338.0,0.5357142857142857,2.702665206279665,11583.625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.3513326031398325,0.2,1,1,4,16322.0,1.0,2.702665206279665,2720.333333333333,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.6,1,1,9,148318.0,1.0,2.702665206279665,13483.454545454546,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.0,1,0,9,186435.0,1.0,2.702665206279665,16948.636363636364,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.2,1,1,10,171066.0,0.9090909090909092,2.702665206279665,15551.454545454546,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.3513326031398325,0.0,1,1,1,0.1415,2.5,2.702665206279665,0.0235833333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1.3513326031398325,0.2,1,1,3,0.68477,3.75,2.702665206279665,0.042798125,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.2,1,0,1,0.83811,5.0,2.702665206279665,0.0761918181818181,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45.0,0,1.3513326031398325,0.2,1,1,57,129274.0,0.7758620689655172,2.702665206279665,2810.304347826087,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.3513326031398325,0.2,1,1,9,232507.0,0.5,2.702665206279665,38751.16666666666,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,1.3513326031398325,0.0,1,1,7,0.57222,1.25,2.702665206279665,0.05202,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1.3513326031398325,0.4,1,1,1,0.4988,2.5,2.702665206279665,0.0831333333333333,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30.0,0,1.2684210526315784,0.0,1,0,1,0.0,15.0,2.536842105263157,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15.0,0,0.3988123515439428,0.0,0,0,6,0.94899,2.142857142857143,0.7976247030878856,0.059311875,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.3988123515439428,0.0,0,0,3,0.99212,3.75,0.7976247030878856,0.0620075,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.3988123515439428,0.0,0,0,2,0.75667,3.333333333333333,0.7976247030878856,0.0687881818181818,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,1,0.3988123515439428,0.0,0,0,5,0.40059,1.6666666666666667,0.3988123515439428,0.0364172727272727,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.3988123515439428,0.0,0,0,3,0.46715,3.75,0.7976247030878856,0.029196875,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.3988123515439428,0.0,0,0,4,127334.0,3.0,0.7976247030878856,7958.375,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.0,0,0.3988123515439428,0.0,0,0,3,0.50865,2.5,0.7976247030878856,0.046240909090909,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.3988123515439428,0.0,0,0,6,152801.0,2.142857142857143,0.7976247030878856,9550.0625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15.0,0,0.3988123515439428,0.0,0,0,5,145626.0,2.5,0.7976247030878856,9101.625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,0.3988123515439428,0.2,0,1,7,145913.0,0.625,0.7976247030878856,24318.83333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5.0,0,0.3988123515439428,0.0,0,0,4,16721.0,1.0,0.7976247030878856,2786.833333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
