power,selfprotection,average_earth_discharge_density_ddt_rayskm2ao,burning_rate__failuresyear,criticality_according_to_previous_study_for_ceramics_level,removable_connectors,number_of_users,km_of_network_lt,power_per_user,lightning_risk_score,network_density,historical_risk_index,type_of_clients_COMMERCIAL,type_of_clients_INDUSTRIAL,type_of_clients_OFFICIAL,type_of_clients_STRATUM 1,type_of_clients_STRATUM 2,type_of_clients_STRATUM 3,type_of_clients_STRATUM 4,type_of_clients_STRATUM 5,type_of_clients_STRATUM 6,type_of_installation_CABINA,type_of_installation_EN H,type_of_installation_MACRO WITHOUT ANTI-FRAUD NET,type_of_installation_OTROS,type_of_installation_PAD MOUNTED,type_of_installation_POLE,type_of_installation_POLE WITH ANTI-FRAUD NET,type_of_installation_TORRE METALICA,target
0.07649575404258399,0,0.5299771705653277,-0.4697767424334218,0,1,0.4653048776249372,-0.5732461316961672,-0.17607754946251636,0.6377452522846383,-0.49945649186708,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.49719810569169287,0,0.5299771705653277,-0.4697767424334218,0,1,-0.7299941784201043,-0.5732446625672954,2.0637928376540473,0.6377452522846383,-0.49945663670743135,-0.23060671593389653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,-0.25816560366548263,-0.5732381222756427,0.20102030475791935,0.6377452522846383,-0.49945612412718543,-0.23060671593389653,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.49719810569169287,0,0.5299771705653277,-0.4697767424334218,0,1,2.5098953682282974,-0.5732452235643378,-0.20917908227704687,0.6377452522846383,-0.499456799007443,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,0.7484020224777101,-0.5732460466141116,-0.016874939259298234,0.6377452522846383,-0.49945775217100197,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.3442065976065249,0,0.5299771705653277,-0.4697767424334218,0,1,0.5911258308928363,-0.5732443923466867,-0.2182067730446461,0.6377452522846383,-0.4994534067806498,-0.23060671593389653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.3386028089899107,1,0.5299771705653277,-0.4697767424334218,0,1,1.0314991673304832,-0.5732453666383226,-0.12014737332762,-0.309978391834418,-0.49945739266203665,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,0.4653048776249372,-0.5732483971930802,0.036323952764054326,0.6377452522846383,-0.49945802778089055,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3.442114567235455,0,0.5299771705653277,-0.4697767424334218,0,1,3.6422839476393896,-0.5732422284037154,-0.14375855879490151,0.6377452522846383,-0.4994575366769854,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,1.3460515505002308,-0.5732482394169162,-0.13973076833283582,0.6377452522846383,-0.4994578957041851,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,1.1573201205983823,-0.5732473753916243,-0.12873879823313403,0.6377452522846383,-0.49945774440775725,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,2.5098953682282974,-0.5732469087335653,-0.14297601664798587,0.6377452522846383,-0.4994578532561601,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
